"date","trackedTime_EST","river","shift","radioID","power","status","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source","ftDischarge_cfs","ftTime_EST"
"2024-07-16","2024-07-16 03:49:00","DICKEY","day",31,NA,"","Riffle","","Center",NA,"Rock","Night",-72.37120833,42.44407783,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 03:58:00","DICKEY","day",28,NA,"","Pool","","Center",NA,"Sand,Mud","Night",-72.37056417,42.44363967,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 04:04:00","DICKEY","day",26,NA,"","Riffle","","Center",NA,"Rock","Night",-72.37029533,42.44344783,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 04:05:00","DICKEY","day",37,NA,"","Riffle","","Center",NA,"Rock","Fully shaded",-72.370182,42.44341783,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 05:17:00","DICKEY","day",31,NA,"","Riffle","","Center",NA,"Rock,Sand","Fully shaded",-72.37131917,42.44392617,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 05:21:00","DICKEY","day",28,NA,"","Pool","","Center",NA,"Rock,Pebble,Sand","Fully shaded",-72.37059117,42.44357017,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 05:25:00","DICKEY","day",26,NA,"","Run","","Right",NA,"Rock","Fully shaded",-72.37029383,42.443569,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 05:26:00","DICKEY","day",37,NA,"","Run","","Center",NA,"Rock","Fully shaded",-72.3702695,42.443581,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 05:56:00","DICKEY","day",38,NA,"","Run","Root_bundle","Right",NA,"Rock,Sand","Fully shaded",-72.37341167,42.44445967,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 06:34:00","DICKEY","day",32,NA,"","Run","","Left",NA,"Pebble,Granule,Sand","Lightly shaded",-72.37339333,42.44398933,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 06:45:00","DICKEY","day",38,NA,"","Run","","Center",NA,"Pebble","Fully shaded",-72.37336983,42.44442,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 06:58:00","DICKEY","day",31,NA,"","Riffle","","Right",NA,"Rock","Mostly shaded",-72.37111067,42.44399983,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 07:01:00","DICKEY","day",28,NA,"","Pool","","",NA,"Rock,Pebble,Sand","",-72.37052733,42.44365383,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 07:03:00","DICKEY","day",26,NA,"","Riffle","","Center",NA,"Rock","Mostly shaded",-72.37036617,42.44355433,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 07:05:00","DICKEY","day",37,NA,"","Riffle","","Center",NA,"Rock,Pebble","Mostly shaded",-72.370253,42.44351833,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 08:22:00","DICKEY","day",38,NA,"","Run","","Right",NA,"Rock","Mostly shaded",-72.37342067,42.44433733,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 08:29:00","DICKEY","day",32,NA,"","Pool","","Center",NA,"Rock,Sand,Pebble,Granule","Fully sunny",-72.37341717,42.44402417,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 08:44:00","DICKEY","day",31,NA,"","Riffle","","Right",NA,"Rock","Fully shaded",-72.3712305,42.443949,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 08:47:00","DICKEY","day",28,NA,"","Pool","","Center",NA,"Rock,Pebble","Mostly shaded",-72.37062983,42.44376167,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 08:49:00","DICKEY","day",26,NA,"","Run","","Center",NA,"Rock,Pebble","Mostly shaded",-72.3703635,42.44364783,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 08:49:00","DICKEY","day",37,NA,"","Run","","Center",NA,"Boulder,Rock","Mostly shaded",-72.370287,42.44356533,"","iPad",1.17,"2024-07-16 05:02:37"
"2024-07-16","2024-07-16 13:13:00","DICKEY","night",31,NA,"","Run","","Right",NA,"Rock","Mostly shaded",-72.37138383,42.44412717,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 13:17:00","DICKEY","night",28,NA,"","Pool","Woody_debris","Right",NA,"Rock,Pebble","Lightly shaded",-72.37037733,42.443656,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 13:20:00","DICKEY","night",37,NA,"","Pool","","Center",NA,"Rock","Fully shaded",-72.370396,42.44361183,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 13:48:00","DICKEY","night",26,NA,"","Run","","Center",NA,"Rock","Lightly shaded",-72.37037067,42.44350817,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 14:00:00","DICKEY","night",38,NA,"","Pool","","Center",NA,"Rock,Pebble","Mostly shaded",-72.37339267,42.44449833,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 14:15:00","DICKEY","night",32,NA,"","Pool","","Center",NA,"Pebble,Rock","Mostly shaded",-72.37343717,42.44396917,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 14:27:00","DICKEY","night",31,NA,"","Run","","Center",NA,"Rock","Mostly shaded",-72.37116833,42.44400833,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 14:31:00","DICKEY","night",28,NA,"","Pool","","Center",NA,"Rock","Mostly shaded",-72.3704935,42.44366333,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 14:33:00","DICKEY","night",26,NA,"","Run","","Right",NA,"Rock","Lightly shaded",-72.3704095,42.44363267,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 14:33:00","DICKEY","night",37,NA,"","Run","","Center",NA,"Rock","Mostly shaded",-72.37038067,42.443525,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 14:48:00","DICKEY","night",38,NA,"","Pool","Root_bundle","Center",NA,"Rock,Pebble","Mostly shaded",-72.37337383,42.44440133,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 14:51:00","DICKEY","night",32,NA,"","Pool","","Left",NA,"Rock,Pebble","Mostly shaded",-72.373439,42.44392933,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 15:20:00","DICKEY","night",31,NA,"","Run","","Right",NA,"Granule,Rock","Mostly shaded",-72.37113417,42.443992,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 15:23:00","DICKEY","night",28,NA,"","Pool","","Right",NA,"Pebble,Rock","Mostly shaded",-72.3705195,42.44367483,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 15:25:00","DICKEY","night",26,NA,"","Run","","Center",NA,"Rock,Sand","Fully shaded",-72.37011667,42.443524,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 15:26:00","DICKEY","night",37,NA,"","Run","","Left",NA,"Pebble,Rock,Granule","Mostly shaded",-72.37028467,42.4435405,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 15:37:00","DICKEY","night",38,NA,"","Pool","","Right",NA,"Pebble,Rock","Fully shaded",-72.37334417,42.444485,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 15:39:00","DICKEY","night",32,NA,"","Pool","","Left",NA,"Pebble,Rock","Mostly shaded",-72.3732255,42.44404467,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 16:07:00","DICKEY","night",31,NA,"","Run","","Right",NA,"Rock","Fully sunny",-72.3711415,42.44402017,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 16:08:00","DICKEY","night",28,NA,"","Pool","","Right",NA,"Rock,Mud","Lightly shaded",-72.370765,42.44362017,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 16:10:00","DICKEY","night",26,NA,"","Run","","Center",NA,"Rock","Mostly shaded",-72.37031483,42.44371933,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 16:11:00","DICKEY","night",37,NA,"","Run","","Left",NA,"Rock,Pebble","Mostly shaded",-72.37030267,42.44359183,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 16:24:00","DICKEY","night",38,NA,"","Pool","Root_bundle,Woody_debris","Center",NA,"Rock","Fully shaded",-72.37340767,42.44445067,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 16:43:00","DICKEY","night",32,NA,"","Pool","","Left",NA,"Rock","Fully sunny",-72.37341583,42.44396817,"Hasn’t moved, getting 208 on the bank, might be dead ","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 17:11:00","DICKEY","night",31,NA,"","Run","","Right",NA,"Rock","Lightly shaded",-72.37118317,42.44388067,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 17:13:00","DICKEY","night",28,NA,"","Pool","","Right",NA,"Rock,Mud","Mostly shaded",-72.3705755,42.443722,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 17:14:00","DICKEY","night",26,NA,"","Run","","Center",NA,"Rock","Mostly shaded",-72.37050183,42.44356717,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-16","2024-07-16 17:14:00","DICKEY","night",37,NA,"","Run","","Center",NA,"Rock","Mostly shaded",-72.370445,42.44355917,"","iPad",-1.58,"2024-07-16 14:29:54"
"2024-07-17","2024-07-17 03:53:00","BUFFAM","day",60,NA,"","Riffle","","",NA,"Rock","Night",-72.45853183,42.38211717,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 04:02:00","BUFFAM","day",62,NA,"","Pool","","Center",NA,"Rock,Sand,Pebble","Night",-72.45984,42.38127817,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 04:11:00","BUFFAM","day",14,NA,"","Riffle","","Center",NA,"Rock","Night",-72.45998767,42.38134833,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 04:13:00","BUFFAM","day",18,NA,"","Riffle","","Center",NA,"Rock,Pebble","Night",-72.45993333,42.38140117,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 04:17:00","BUFFAM","day",19,NA,"","Riffle","","Center",NA,"Rock","Night",-72.459979,42.38133533,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 04:26:00","BUFFAM","day",56,NA,"","","","Left",NA,"Rock","Night",-72.46043817,42.38130117,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 04:33:00","HARRIS","day",20,NA,"","Riffle","","Center",NA,"Rock","Night",-72.46032367,42.38120517,"","iPad",3.3,"2024-07-17 05:56:10"
"2024-07-17","2024-07-17 05:03:00","HARRIS","day",20,NA,"","Riffle","","Center",NA,"Rock","Mostly shaded",-72.46017883,42.38112483,"","iPad",3.3,"2024-07-17 05:56:10"
"2024-07-17","2024-07-17 05:07:00","BUFFAM","day",56,NA,"","Riffle","","Left",NA,"Rock","Mostly shaded",-72.46028367,42.3812515,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 05:10:00","BUFFAM","day",14,NA,"","Riffle","","Right",NA,"Rock","Mostly shaded",-72.4600045,42.381093,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 05:16:00","BUFFAM","day",19,NA,"","Riffle","","Center",NA,"Rock","Mostly shaded",-72.459872,42.38125083,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 05:17:00","BUFFAM","day",18,NA,"","Riffle","","Center",NA,"Rock","Mostly shaded",-72.459826,42.38115117,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 05:25:00","BUFFAM","day",57,NA,"","Pool","","Center",NA,"Rock,Sand,Mud","Mostly shaded",-72.45959183,42.38106283,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 05:26:00","BUFFAM","day",62,NA,"","Pool","","Center",NA,"Rock,Mud,Sand","Mostly shaded",-72.45955683,42.38111683,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 05:34:00","BUFFAM","day",60,NA,"","Run","","Center",NA,"Rock","Mostly shaded",-72.45835067,42.3820425,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 06:47:00","BUFFAM","day",60,NA,"","Run","","Center",NA,"Boulder,Rock","Fully shaded",-72.45852,42.38206567,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 06:58:00","BUFFAM","day",57,NA,"","Pool","","Center",NA,"Rock","Fully shaded",-72.45952517,42.381194,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 06:58:00","BUFFAM","day",62,NA,"","Pool","","Center",NA,"Rock","Fully shaded",-72.45958567,42.3811145,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 07:02:00","BUFFAM","day",19,NA,"","Riffle","","Center",NA,"Rock","Fully shaded",-72.45995283,42.38125383,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 07:03:00","BUFFAM","day",18,NA,"","Run","","Center",NA,"Rock","",-72.4599145,42.3812345,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 07:05:00","BUFFAM","day",14,NA,"","Riffle","","Right",NA,"Boulder,Sand,Rock","Mostly shaded",-72.45984067,42.3812855,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 07:08:00","BUFFAM","day",56,NA,"","Riffle","Woody_debris","Left",NA,"Rock,Pebble","Mostly shaded",-72.4602795,42.38128633,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 07:11:00","HARRIS","day",20,NA,"","Riffle","","Left",NA,"Boulder","Fully shaded",-72.46034933,42.381181,"","iPad",3.3,"2024-07-17 05:56:10"
"2024-07-17","2024-07-17 07:45:00","BUFFAM","day",60,NA,"","Pool","","Center",NA,"Rock","Mostly shaded",-72.458466,42.38220067,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 07:53:00","BUFFAM","day",57,NA,"","Pool","","Center",NA,"Rock,Sand,Mud","Lightly shaded",-72.4597145,42.38106583,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 07:56:00","BUFFAM","day",62,NA,"","Pool","","Left",NA,"Pebble,Rock","Lightly shaded",-72.45988417,42.381076,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 07:58:00","BUFFAM","day",18,NA,"","Run","","Center",NA,"Rock","Fully shaded",-72.45994283,42.3813055,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 07:59:00","BUFFAM","day",19,NA,"","Pool","","Right",NA,"Rock","Fully shaded",-72.45993933,42.381292,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 08:01:00","BUFFAM","day",14,NA,"","Run","","Center",NA,"Rock","Fully shaded",-72.46001133,42.38138,"","iPad",1.69,"2024-07-17 04:35:30"
"2024-07-17","2024-07-17 08:10:00","BUFFAM","day",56,NA,"","Pool","","Left",NA,"Rock","Lightly shaded",-72.46027083,42.381268,"","iPad",1.69,"2024-07-17 04:35:30"
